order_id,session_id,campaign_id,channel,order_date,order_ts,order_value_usd,device,country
ORD-0001309,S00032838,C001,Google Ads,2024-05-09,2024-05-09 21:56:46,105.14,tablet,HK
ORD-0001310,S00032884,C001,Google Ads,2024-05-09,2024-05-09 01:48:01,131.97,desktop,HK
ORD-0001311,S00032895,C001,Google Ads,2024-05-09,2024-05-09 23:45:26,94.63,mobile,TW
ORD-0001312,S00032897,C001,Google Ads,2024-05-09,2024-05-09 23:12:59,52.15,mobile,SG
ORD-0001313,S00032900,C001,Google Ads,2024-05-09,2024-05-09 13:40:09,10.0,mobile,HK
ORD-0001314,S00032927,C001,Google Ads,2024-05-09,2024-05-09 16:03:14,101.41,mobile,HK
ORD-0001315,S00032939,C001,Google Ads,2024-05-09,2024-05-09 17:29:05,130.75,mobile,HK
ORD-0001316,S00032994,C001,Google Ads,2024-05-10,2024-05-10 15:06:19,74.63,tablet,HK
ORD-0001317,S00032995,C001,Google Ads,2024-05-10,2024-05-10 17:52:09,106.75,desktop,JP
ORD-0001318,S00033012,C001,Google Ads,2024-05-10,2024-05-10 18:11:45,147.54,mobile,SG
ORD-0001319,S00033089,C001,Google Ads,2024-05-10,2024-05-10 14:51:43,88.67,desktop,JP
ORD-0001320,S00033106,C001,Google Ads,2024-05-10,2024-05-10 08:35:13,66.91,desktop,HK
ORD-0001321,S00033119,C001,Google Ads,2024-05-10,2024-05-10 22:00:53,94.99,tablet,SG
ORD-0001322,S00033141,C001,Google Ads,2024-05-10,2024-05-10 20:37:21,134.34,desktop,SG
ORD-0001323,S00033153,C001,Google Ads,2024-05-10,2024-05-10 18:03:02,101.89,mobile,HK
ORD-0001324,S00033171,C001,Google Ads,2024-05-10,2024-05-10 05:58:19,86.19,desktop,HK
ORD-0001325,S00033175,C001,Google Ads,2024-05-10,2024-05-10 22:01:10,139.43,desktop,HK
ORD-0001326,S00033177,C001,Google Ads,2024-05-10,2024-05-10 10:16:42,76.5,mobile,HK
ORD-0001327,S00033196,C001,Google Ads,2024-05-11,2024-05-11 01:13:10,56.65,mobile,AU
ORD-0001328,S00033205,C001,Google Ads,2024-05-11,2024-05-11 22:39:27,99.25,desktop,HK
ORD-0001329,S00033257,C001,Google Ads,2024-05-11,2024-05-11 02:37:32,109.16,mobile,TW
ORD-0001330,S00033287,C001,Google Ads,2024-05-11,2024-05-11 08:30:32,115.85,mobile,HK
ORD-0001331,S00033302,C001,Google Ads,2024-05-11,2024-05-11 01:15:50,113.91,mobile,HK
ORD-0001332,S00033337,C001,Google Ads,2024-05-11,2024-05-11 18:40:35,84.38,tablet,TW
ORD-0001333,S00033393,C001,Google Ads,2024-05-11,2024-05-11 04:20:26,108.33,mobile,TW
ORD-0001334,S00033397,C001,Google Ads,2024-05-11,2024-05-11 07:02:16,43.71,tablet,TW
ORD-0001335,S00033438,C001,Google Ads,2024-05-11,2024-05-11 14:07:01,56.21,desktop,HK
ORD-0001336,S00033439,C001,Google Ads,2024-05-11,2024-05-11 11:21:40,108.51,desktop,SG
ORD-0001337,S00033441,C001,Google Ads,2024-05-11,2024-05-11 00:56:57,72.99,mobile,HK
ORD-0001338,S00033489,C001,Google Ads,2024-05-11,2024-05-11 13:04:00,36.59,desktop,SG
ORD-0001339,S00033496,C001,Google Ads,2024-05-11,2024-05-11 15:51:56,107.75,mobile,HK
ORD-0001340,S00033509,C001,Google Ads,2024-05-11,2024-05-11 12:15:02,150.17,desktop,US
ORD-0001341,S00033534,C001,Google Ads,2024-05-11,2024-05-11 18:15:46,59.44,mobile,TW
ORD-0001342,S00033593,C001,Google Ads,2024-05-11,2024-05-11 18:23:59,72.36,mobile,MY
ORD-0001343,S00033636,C001,Google Ads,2024-05-11,2024-05-11 11:38:14,79.8,mobile,HK
ORD-0001344,S00033661,C001,Google Ads,2024-05-11,2024-05-11 23:03:58,59.26,mobile,HK
ORD-0001345,S00033668,C001,Google Ads,2024-05-11,2024-05-11 20:40:17,30.72,mobile,HK
ORD-0001346,S00033707,C001,Google Ads,2024-05-12,2024-05-12 10:17:53,70.5,mobile,US
ORD-0001347,S00033834,C001,Google Ads,2024-05-12,2024-05-12 05:56:11,105.12,desktop,HK
ORD-0001348,S00033856,C001,Google Ads,2024-05-12,2024-05-12 07:42:38,112.26,mobile,JP
ORD-0001349,S00033894,C001,Google Ads,2024-05-12,2024-05-12 06:48:34,91.29,mobile,SG
ORD-0001350,S00033903,C001,Google Ads,2024-05-12,2024-05-12 16:22:21,75.99,desktop,GB
ORD-0001351,S00033915,C001,Google Ads,2024-05-13,2024-05-13 22:28:34,120.66,mobile,US
ORD-0001352,S00033941,C001,Google Ads,2024-05-13,2024-05-13 02:55:34,120.24,mobile,JP
ORD-0001353,S00034011,C001,Google Ads,2024-05-13,2024-05-13 10:22:10,84.61,desktop,GB
ORD-0001354,S00034035,C001,Google Ads,2024-05-13,2024-05-13 13:59:54,85.34,desktop,SG
ORD-0001355,S00034057,C001,Google Ads,2024-05-14,2024-05-14 22:05:03,145.6,desktop,HK
ORD-0001356,S00034071,C001,Google Ads,2024-05-14,2024-05-14 06:26:28,163.23,desktop,HK
ORD-0001357,S00034122,C001,Google Ads,2024-05-14,2024-05-14 18:07:48,61.81,desktop,HK
ORD-0001358,S00034153,C001,Google Ads,2024-05-14,2024-05-14 03:01:25,81.47,mobile,TW
ORD-0001359,S00034167,C001,Google Ads,2024-05-14,2024-05-14 13:22:27,153.96,mobile,SG
ORD-0001360,S00034237,C001,Google Ads,2024-05-14,2024-05-14 18:51:48,88.12,mobile,HK
ORD-0001361,S00034240,C001,Google Ads,2024-05-14,2024-05-14 14:15:58,63.91,tablet,HK
ORD-0001362,S00034246,C001,Google Ads,2024-05-14,2024-05-14 20:56:13,93.07,mobile,HK
ORD-0001363,S00034249,C001,Google Ads,2024-05-14,2024-05-14 16:23:14,123.75,mobile,SG
ORD-0001364,S00034269,C001,Google Ads,2024-05-14,2024-05-14 19:11:04,138.63,tablet,HK
ORD-0001365,S00034297,C001,Google Ads,2024-05-15,2024-05-15 21:35:34,94.99,mobile,JP
ORD-0001366,S00034299,C001,Google Ads,2024-05-15,2024-05-15 17:05:22,116.93,desktop,SG
ORD-0001367,S00034350,C001,Google Ads,2024-05-15,2024-05-15 21:35:38,73.31,mobile,HK
ORD-0001368,S00034378,C001,Google Ads,2024-05-15,2024-05-15 19:59:54,98.81,mobile,US
ORD-0001369,S00034396,C001,Google Ads,2024-05-15,2024-05-15 21:32:49,85.17,mobile,SG
ORD-0001370,S00034400,C001,Google Ads,2024-05-15,2024-05-15 10:07:54,131.24,mobile,SG
ORD-0001371,S00034405,C001,Google Ads,2024-05-16,2024-05-16 00:02:39,67.84,desktop,HK
ORD-0001372,S00034409,C001,Google Ads,2024-05-15,2024-05-15 15:09:33,75.78,desktop,HK
ORD-0001373,S00034458,C001,Google Ads,2024-05-15,2024-05-15 12:48:21,54.86,desktop,HK
ORD-0001374,S00034463,C001,Google Ads,2024-05-15,2024-05-15 09:24:14,112.46,mobile,TW
ORD-0001375,S00034468,C001,Google Ads,2024-05-15,2024-05-15 18:29:21,71.94,desktop,SG
ORD-0001376,S00034481,C001,Google Ads,2024-05-16,2024-05-16 12:39:29,64.87,desktop,HK
ORD-0001377,S00034484,C001,Google Ads,2024-05-16,2024-05-16 11:35:53,57.89,mobile,JP
ORD-0001378,S00034548,C001,Google Ads,2024-05-16,2024-05-16 10:59:19,109.69,mobile,JP
ORD-0001379,S00034555,C001,Google Ads,2024-05-16,2024-05-16 00:40:13,139.14,desktop,SG
ORD-0001380,S00034585,C001,Google Ads,2024-05-16,2024-05-16 22:14:47,78.11,desktop,GB
ORD-0001381,S00034598,C001,Google Ads,2024-05-16,2024-05-16 05:25:55,81.58,desktop,HK
ORD-0001382,S00034618,C001,Google Ads,2024-05-16,2024-05-16 11:07:33,92.92,mobile,SG
ORD-0001383,S00034658,C001,Google Ads,2024-05-16,2024-05-16 11:16:49,25.63,tablet,AU
ORD-0001384,S00034679,C001,Google Ads,2024-05-16,2024-05-16 18:50:48,120.13,mobile,GB
ORD-0001385,S00034690,C001,Google Ads,2024-05-16,2024-05-16 05:25:58,58.36,tablet,SG
ORD-0001386,S00034706,C001,Google Ads,2024-05-16,2024-05-16 02:28:55,126.94,tablet,JP
ORD-0001387,S00034715,C001,Google Ads,2024-05-16,2024-05-16 14:00:59,79.45,desktop,SG
ORD-0001388,S00034728,C001,Google Ads,2024-05-16,2024-05-16 10:43:07,61.74,desktop,US
ORD-0001389,S00034730,C001,Google Ads,2024-05-16,2024-05-16 13:22:53,115.77,desktop,HK
ORD-0001390,S00034745,C001,Google Ads,2024-05-16,2024-05-16 18:37:36,80.27,desktop,US
ORD-0001391,S00034771,C001,Google Ads,2024-05-16,2024-05-16 17:18:07,84.42,mobile,HK
ORD-0001392,S00034796,C001,Google Ads,2024-05-17,2024-05-17 09:52:28,71.25,desktop,TW
ORD-0001393,S00034804,C001,Google Ads,2024-05-17,2024-05-17 15:09:15,71.68,tablet,HK
ORD-0001394,S00034806,C001,Google Ads,2024-05-17,2024-05-17 07:37:11,121.68,mobile,US
ORD-0001395,S00034845,C001,Google Ads,2024-05-17,2024-05-17 05:41:06,86.81,tablet,HK
ORD-0001396,S00034880,C001,Google Ads,2024-05-18,2024-05-18 11:27:58,98.27,desktop,HK
ORD-0001397,S00034885,C001,Google Ads,2024-05-18,2024-05-18 16:38:54,114.81,mobile,HK
ORD-0001398,S00034891,C001,Google Ads,2024-05-18,2024-05-18 13:44:51,129.01,desktop,TW
ORD-0001399,S00034899,C001,Google Ads,2024-05-18,2024-05-18 16:59:46,91.08,desktop,MY
ORD-0001400,S00034921,C001,Google Ads,2024-05-18,2024-05-18 05:33:32,100.89,desktop,AU
ORD-0001401,S00034951,C001,Google Ads,2024-05-18,2024-05-18 08:43:23,139.62,desktop,HK
ORD-0001402,S00034965,C001,Google Ads,2024-05-18,2024-05-18 11:30:50,83.88,tablet,HK
ORD-0001403,S00034991,C001,Google Ads,2024-05-18,2024-05-18 11:46:21,89.27,desktop,SG
ORD-0001404,S00035067,C001,Google Ads,2024-05-18,2024-05-18 16:41:21,148.82,desktop,TW
ORD-0001405,S00035084,C001,Google Ads,2024-05-20,2024-05-20 00:15:33,99.76,mobile,HK
ORD-0001406,S00035087,C001,Google Ads,2024-05-19,2024-05-19 20:56:18,133.97,tablet,US
ORD-0001407,S00035174,C001,Google Ads,2024-05-19,2024-05-19 08:46:30,78.03,desktop,TW
ORD-0001408,S00035234,C001,Google Ads,2024-05-19,2024-05-19 22:03:24,34.5,mobile,TW
ORD-0001409,S00035273,C001,Google Ads,2024-05-19,2024-05-19 19:18:32,103.64,desktop,GB
ORD-0001410,S00035352,C001,Google Ads,2024-05-19,2024-05-19 13:58:15,86.52,desktop,JP
ORD-0001411,S00035365,C001,Google Ads,2024-05-19,2024-05-19 13:50:56,92.4,mobile,MY
ORD-0001412,S00035377,C001,Google Ads,2024-05-19,2024-05-19 22:53:27,83.85,desktop,HK
ORD-0001413,S00035413,C001,Google Ads,2024-05-19,2024-05-19 08:57:58,79.54,desktop,HK
ORD-0001414,S00035427,C001,Google Ads,2024-05-19,2024-05-19 13:20:38,98.25,mobile,US
ORD-0001415,S00035438,C001,Google Ads,2024-05-19,2024-05-19 01:49:52,74.13,mobile,AU
ORD-0001416,S00035481,C001,Google Ads,2024-05-20,2024-05-20 19:16:11,104.38,tablet,SG
ORD-0001417,S00035483,C001,Google Ads,2024-05-20,2024-05-20 08:25:18,106.12,mobile,MY
ORD-0001418,S00035493,C001,Google Ads,2024-05-20,2024-05-20 06:38:37,48.32,mobile,JP
ORD-0001419,S00035546,C001,Google Ads,2024-05-20,2024-05-20 11:13:49,79.24,tablet,SG
ORD-0001420,S00035551,C001,Google Ads,2024-05-20,2024-05-20 05:48:39,82.66,mobile,HK
ORD-0001421,S00035571,C001,Google Ads,2024-05-20,2024-05-20 14:58:40,154.16,mobile,TW
ORD-0001422,S00035585,C001,Google Ads,2024-05-20,2024-05-20 13:32:20,98.78,mobile,SG
ORD-0001423,S00035673,C001,Google Ads,2024-05-20,2024-05-20 08:01:48,137.46,desktop,HK
ORD-0001424,S00035694,C001,Google Ads,2024-05-20,2024-05-20 02:47:43,70.66,mobile,TW
ORD-0001425,S00035714,C001,Google Ads,2024-05-20,2024-05-20 18:53:55,38.57,mobile,HK
ORD-0001426,S00035731,C001,Google Ads,2024-05-20,2024-05-20 14:25:08,105.82,mobile,SG
ORD-0001427,S00035828,C001,Google Ads,2024-05-20,2024-05-20 20:25:01,104.48,desktop,JP
ORD-0001428,S00035846,C001,Google Ads,2024-05-20,2024-05-20 12:51:55,101.75,mobile,SG
ORD-0001429,S00035932,C001,Google Ads,2024-05-20,2024-05-20 23:52:56,107.57,tablet,TW
ORD-0001430,S00035939,C001,Google Ads,2024-05-20,2024-05-20 07:42:22,118.34,mobile,US
ORD-0001431,S00036038,C001,Google Ads,2024-05-21,2024-05-21 07:21:46,109.07,desktop,HK
ORD-0001432,S00036044,C001,Google Ads,2024-05-21,2024-05-21 03:30:32,85.97,desktop,MY
ORD-0001433,S00036080,C001,Google Ads,2024-05-21,2024-05-21 12:22:07,102.85,mobile,TW
ORD-0001434,S00036132,C001,Google Ads,2024-05-21,2024-05-21 20:45:14,111.91,desktop,JP
ORD-0001435,S00036136,C001,Google Ads,2024-05-21,2024-05-21 12:04:00,36.51,mobile,GB
ORD-0001436,S00036143,C001,Google Ads,2024-05-21,2024-05-21 06:11:35,117.73,desktop,TW
ORD-0001437,S00036155,C001,Google Ads,2024-05-21,2024-05-21 04:10:29,97.9,mobile,MY
ORD-0001438,S00036249,C001,Google Ads,2024-05-21,2024-05-21 03:10:40,67.51,desktop,HK
ORD-0001439,S00036251,C001,Google Ads,2024-05-21,2024-05-21 08:59:51,121.41,desktop,JP
ORD-0001440,S00036256,C001,Google Ads,2024-05-21,2024-05-21 17:28:47,89.54,desktop,HK
ORD-0001441,S00036333,C001,Google Ads,2024-05-21,2024-05-21 02:23:13,128.66,desktop,TW
ORD-0001442,S00036339,C001,Google Ads,2024-05-21,2024-05-21 08:49:11,51.08,mobile,US
ORD-0001443,S00036344,C001,Google Ads,2024-05-21,2024-05-21 23:24:54,68.03,tablet,HK
ORD-0001444,S00036345,C001,Google Ads,2024-05-21,2024-05-21 03:00:40,103.84,desktop,HK
ORD-0001445,S00036351,C001,Google Ads,2024-05-21,2024-05-21 14:02:29,82.2,mobile,SG
ORD-0001446,S00036438,C001,Google Ads,2024-05-22,2024-05-22 13:36:46,80.22,desktop,HK
ORD-0001447,S00036468,C001,Google Ads,2024-05-22,2024-05-22 14:50:32,82.62,mobile,SG
ORD-0001448,S00036491,C001,Google Ads,2024-05-22,2024-05-22 05:41:30,75.68,mobile,TW
ORD-0001449,S00036494,C001,Google Ads,2024-05-22,2024-05-22 16:59:34,41.85,mobile,JP
ORD-0001450,S00036522,C001,Google Ads,2024-05-22,2024-05-22 08:19:24,102.63,desktop,SG
ORD-0001451,S00036536,C001,Google Ads,2024-05-22,2024-05-22 13:30:57,80.32,mobile,HK
ORD-0001452,S00036579,C001,Google Ads,2024-05-22,2024-05-22 18:44:21,107.2,tablet,HK
ORD-0001453,S00036593,C001,Google Ads,2024-05-22,2024-05-22 18:48:58,60.65,tablet,JP
ORD-0001454,S00036618,C001,Google Ads,2024-05-22,2024-05-22 02:44:04,149.03,mobile,TW
ORD-0001455,S00036658,C001,Google Ads,2024-05-22,2024-05-22 21:07:12,98.19,desktop,HK
ORD-0001456,S00036682,C001,Google Ads,2024-05-23,2024-05-23 17:28:46,91.36,tablet,HK
ORD-0001457,S00036713,C001,Google Ads,2024-05-23,2024-05-23 03:19:28,117.83,mobile,SG
ORD-0001458,S00036728,C001,Google Ads,2024-05-23,2024-05-23 09:54:07,130.87,mobile,AU
ORD-0001459,S00036757,C001,Google Ads,2024-05-24,2024-05-24 23:34:12,88.76,desktop,TW
ORD-0001460,S00036782,C001,Google Ads,2024-05-24,2024-05-24 07:20:08,73.81,mobile,US
ORD-0001461,S00036810,C001,Google Ads,2024-05-24,2024-05-24 17:24:31,80.08,desktop,AU
ORD-0001462,S00036822,C001,Google Ads,2024-05-24,2024-05-24 20:18:53,113.37,mobile,HK
ORD-0001463,S00036839,C001,Google Ads,2024-05-24,2024-05-24 21:31:35,83.35,mobile,HK
ORD-0001464,S00036884,C001,Google Ads,2024-05-24,2024-05-24 15:45:22,61.41,mobile,TW
ORD-0001465,S00036909,C001,Google Ads,2024-05-24,2024-05-24 05:19:15,137.15,mobile,US
ORD-0001466,S00036912,C001,Google Ads,2024-05-24,2024-05-24 20:18:05,63.6,desktop,MY
ORD-0001467,S00036954,C001,Google Ads,2024-05-24,2024-05-24 12:31:51,56.36,desktop,JP
ORD-0001468,S00036968,C001,Google Ads,2024-05-24,2024-05-24 11:19:09,101.12,mobile,US
ORD-0001469,S00036992,C001,Google Ads,2024-05-24,2024-05-24 11:56:41,125.86,desktop,SG
ORD-0001470,S00037020,C001,Google Ads,2024-05-24,2024-05-24 19:57:49,28.44,mobile,SG
ORD-0001471,S00037030,C001,Google Ads,2024-05-25,2024-05-25 20:04:34,117.39,tablet,MY
ORD-0001472,S00037050,C001,Google Ads,2024-05-25,2024-05-25 21:42:53,56.95,mobile,HK
ORD-0001473,S00037073,C001,Google Ads,2024-05-25,2024-05-25 04:57:58,119.11,mobile,TW
ORD-0001474,S00037105,C001,Google Ads,2024-05-25,2024-05-25 13:15:15,117.87,mobile,SG
ORD-0001475,S00037132,C001,Google Ads,2024-05-25,2024-05-25 04:06:59,143.98,mobile,SG
ORD-0001476,S00037149,C001,Google Ads,2024-05-25,2024-05-25 17:26:50,109.91,mobile,SG
ORD-0001477,S00037177,C001,Google Ads,2024-05-25,2024-05-25 10:49:09,66.66,mobile,HK
ORD-0001478,S00037217,C001,Google Ads,2024-05-25,2024-05-25 07:34:36,78.73,desktop,HK
ORD-0001479,S00037220,C001,Google Ads,2024-05-25,2024-05-25 17:58:04,104.51,desktop,TW
ORD-0001480,S00037258,C001,Google Ads,2024-05-25,2024-05-25 21:56:13,108.19,tablet,HK
ORD-0001481,S00037284,C001,Google Ads,2024-05-25,2024-05-25 00:49:02,45.7,desktop,US
ORD-0001482,S00037289,C001,Google Ads,2024-05-25,2024-05-25 03:57:32,57.23,desktop,US
ORD-0001483,S00037330,C001,Google Ads,2024-05-25,2024-05-25 09:55:58,52.98,tablet,TW
ORD-0001484,S00037374,C001,Google Ads,2024-05-25,2024-05-25 16:40:20,107.5,desktop,TW
ORD-0001485,S00037375,C001,Google Ads,2024-05-25,2024-05-25 06:59:33,55.9,desktop,HK
ORD-0001486,S00037390,C001,Google Ads,2024-05-26,2024-05-26 06:33:29,123.21,mobile,HK
ORD-0001487,S00037405,C001,Google Ads,2024-05-26,2024-05-26 12:22:02,67.37,mobile,HK
ORD-0001488,S00037415,C001,Google Ads,2024-05-26,2024-05-26 01:38:53,87.79,mobile,SG
ORD-0001489,S00037422,C001,Google Ads,2024-05-26,2024-05-26 22:56:51,124.21,desktop,GB
ORD-0001490,S00037468,C001,Google Ads,2024-05-26,2024-05-26 22:48:57,39.39,desktop,SG
ORD-0001491,S00037479,C001,Google Ads,2024-05-26,2024-05-26 20:52:07,127.27,mobile,GB
ORD-0001492,S00037515,C001,Google Ads,2024-05-26,2024-05-26 14:43:25,41.11,mobile,TW
ORD-0001493,S00037548,C001,Google Ads,2024-05-27,2024-05-27 00:33:40,58.14,desktop,JP
ORD-0001494,S00037572,C001,Google Ads,2024-05-27,2024-05-27 06:51:00,91.74,desktop,TW
ORD-0001495,S00037574,C001,Google Ads,2024-05-27,2024-05-27 05:26:35,89.65,mobile,HK
ORD-0001496,S00037586,C001,Google Ads,2024-05-27,2024-05-27 10:13:13,80.03,mobile,AU
ORD-0001497,S00037591,C001,Google Ads,2024-05-27,2024-05-27 05:05:05,90.68,mobile,JP
ORD-0001498,S00037601,C001,Google Ads,2024-05-28,2024-05-28 07:52:11,106.26,mobile,HK
ORD-0001499,S00037616,C001,Google Ads,2024-05-28,2024-05-28 10:05:43,114.42,tablet,US
ORD-0001500,S00037677,C001,Google Ads,2024-05-28,2024-05-28 18:44:22,95.85,desktop,HK
ORD-0001501,S00037686,C001,Google Ads,2024-05-28,2024-05-28 11:56:09,60.53,mobile,MY
ORD-0001502,S00037707,C001,Google Ads,2024-05-28,2024-05-28 13:43:11,57.76,desktop,SG
ORD-0001503,S00037725,C001,Google Ads,2024-05-28,2024-05-28 17:52:34,63.62,desktop,US
ORD-0001504,S00037731,C001,Google Ads,2024-05-28,2024-05-28 11:25:15,100.46,mobile,TW
ORD-0001505,S00037750,C001,Google Ads,2024-05-28,2024-05-28 09:27:31,117.47,desktop,HK
ORD-0001506,S00037760,C001,Google Ads,2024-05-28,2024-05-28 11:05:56,106.18,desktop,TW
ORD-0001507,S00037812,C001,Google Ads,2024-05-29,2024-05-29 17:22:57,93.96,desktop,SG
ORD-0001508,S00037813,C001,Google Ads,2024-05-29,2024-05-29 21:03:00,72.61,mobile,HK
ORD-0001509,S00037833,C001,Google Ads,2024-05-29,2024-05-29 11:20:16,98.49,mobile,HK
ORD-0001510,S00037840,C001,Google Ads,2024-05-29,2024-05-29 15:51:13,68.02,mobile,SG
ORD-0001511,S00037861,C001,Google Ads,2024-05-29,2024-05-29 14:11:03,88.86,mobile,HK
ORD-0001512,S00037865,C001,Google Ads,2024-05-29,2024-05-29 14:15:08,92.43,mobile,GB
ORD-0001513,S00037883,C001,Google Ads,2024-05-29,2024-05-29 07:35:55,95.15,desktop,HK
ORD-0001514,S00037888,C001,Google Ads,2024-05-29,2024-05-29 11:24:44,100.28,desktop,SG
ORD-0001515,S00037928,C001,Google Ads,2024-05-29,2024-05-29 17:53:35,90.08,mobile,SG
ORD-0001516,S00037936,C001,Google Ads,2024-05-29,2024-05-29 21:23:11,134.58,desktop,SG
ORD-0001517,S00037962,C001,Google Ads,2024-05-30,2024-05-30 07:50:38,121.42,mobile,AU
ORD-0001518,S00037972,C001,Google Ads,2024-05-30,2024-05-30 15:28:51,103.65,desktop,JP
ORD-0001519,S00037975,C001,Google Ads,2024-05-30,2024-05-30 15:01:09,79.3,desktop,GB
ORD-0001520,S00037981,C001,Google Ads,2024-05-30,2024-05-30 14:23:37,37.19,mobile,HK
ORD-0001521,S00038000,C001,Google Ads,2024-05-30,2024-05-30 09:54:04,77.83,mobile,JP
ORD-0001522,S00038015,C001,Google Ads,2024-05-30,2024-05-30 07:41:30,82.69,desktop,HK
ORD-0001523,S00038028,C001,Google Ads,2024-05-30,2024-05-30 17:32:42,115.6,tablet,US
ORD-0001524,S00038046,C001,Google Ads,2024-05-30,2024-05-30 22:07:25,117.58,desktop,MY
ORD-0001525,S00038112,C001,Google Ads,2024-05-30,2024-05-30 11:25:51,107.44,desktop,HK
ORD-0001526,S00038123,C001,Google Ads,2024-05-30,2024-05-30 08:19:37,58.52,mobile,TW
ORD-0001527,S00038127,C001,Google Ads,2024-05-30,2024-05-30 17:14:58,103.79,mobile,SG
ORD-0001528,S00038166,C001,Google Ads,2024-05-30,2024-05-30 18:33:18,101.19,mobile,SG
ORD-0001529,S00038208,C001,Google Ads,2024-05-30,2024-05-30 04:37:00,121.72,mobile,TW
ORD-0001530,S00038212,C001,Google Ads,2024-05-30,2024-05-30 02:54:41,17.91,mobile,TW
ORD-0001531,S00038217,C001,Google Ads,2024-05-30,2024-05-30 05:06:01,84.89,desktop,HK
ORD-0001532,S00038271,C001,Google Ads,2024-05-30,2024-05-30 20:22:32,60.24,desktop,SG
ORD-0001533,S00038284,C001,Google Ads,2024-05-31,2024-05-31 07:55:43,112.19,desktop,HK
ORD-0001534,S00038377,C001,Google Ads,2024-05-31,2024-05-31 12:59:52,76.35,tablet,SG
ORD-0001535,S00038418,C001,Google Ads,2024-05-31,2024-05-31 00:39:30,118.14,tablet,TW
ORD-0001536,S00038420,C001,Google Ads,2024-05-31,2024-05-31 13:41:36,98.87,mobile,US
ORD-0001537,S00038430,C001,Google Ads,2024-05-31,2024-05-31 21:35:54,137.07,mobile,TW
ORD-0001538,S00038446,C001,Google Ads,2024-05-31,2024-05-31 21:37:06,123.0,tablet,TW
ORD-0001539,S00038460,C001,Google Ads,2024-05-31,2024-05-31 10:56:13,89.17,mobile,HK
ORD-0001540,S00038494,C001,Google Ads,2024-05-31,2024-05-31 23:58:32,84.7,tablet,HK
ORD-0001541,S00038551,C001,Google Ads,2024-06-01,2024-06-01 16:51:31,85.8,mobile,SG
ORD-0001542,S00038559,C001,Google Ads,2024-06-01,2024-06-01 17:58:44,87.99,mobile,HK
ORD-0001543,S00038562,C001,Google Ads,2024-06-01,2024-06-01 03:25:09,117.38,mobile,HK
ORD-0001544,S00038574,C001,Google Ads,2024-06-01,2024-06-01 23:50:07,119.58,desktop,TW
ORD-0001545,S00038585,C001,Google Ads,2024-06-01,2024-06-01 02:28:51,103.1,mobile,US
ORD-0001546,S00038586,C001,Google Ads,2024-06-01,2024-06-01 01:17:06,96.83,mobile,SG
ORD-0001547,S00038647,C001,Google Ads,2024-06-01,2024-06-01 09:34:16,122.68,desktop,HK
ORD-0001548,S00038648,C001,Google Ads,2024-06-01,2024-06-01 22:29:24,90.96,desktop,MY
ORD-0001549,S00038675,C001,Google Ads,2024-06-02,2024-06-02 10:37:38,99.0,desktop,HK
ORD-0001550,S00038762,C001,Google Ads,2024-06-02,2024-06-02 07:59:53,58.86,desktop,HK
ORD-0001551,S00038785,C001,Google Ads,2024-06-02,2024-06-02 15:56:53,104.08,mobile,HK
ORD-0001552,S00038812,C001,Google Ads,2024-06-02,2024-06-02 04:52:59,61.95,desktop,SG
ORD-0001553,S00038835,C001,Google Ads,2024-06-02,2024-06-02 23:36:02,84.01,mobile,HK
ORD-0001554,S00038876,C001,Google Ads,2024-06-02,2024-06-02 21:40:40,95.85,desktop,SG
ORD-0001555,S00038898,C001,Google Ads,2024-06-02,2024-06-02 12:28:39,136.17,mobile,US
ORD-0001556,S00038910,C001,Google Ads,2024-06-02,2024-06-02 17:19:30,53.43,desktop,US
ORD-0001557,S00038924,C001,Google Ads,2024-06-02,2024-06-02 17:22:19,49.54,desktop,HK
ORD-0001558,S00038974,C001,Google Ads,2024-06-03,2024-06-03 23:01:00,70.34,desktop,HK
ORD-0001559,S00039012,C001,Google Ads,2024-06-03,2024-06-03 04:04:08,66.24,desktop,HK
ORD-0001560,S00039034,C001,Google Ads,2024-06-03,2024-06-03 03:53:52,74.41,desktop,HK
ORD-0001561,S00039080,C001,Google Ads,2024-06-03,2024-06-03 20:37:09,153.11,mobile,HK
ORD-0001562,S00039276,C001,Google Ads,2024-06-05,2024-06-05 00:00:38,66.26,mobile,AU
ORD-0001563,S00039303,C001,Google Ads,2024-06-04,2024-06-04 10:27:23,98.18,desktop,JP
ORD-0001564,S00039306,C001,Google Ads,2024-06-04,2024-06-04 23:53:15,124.25,desktop,US
ORD-0001565,S00039376,C001,Google Ads,2024-06-04,2024-06-04 21:29:14,66.44,mobile,HK
ORD-0001566,S00039395,C001,Google Ads,2024-06-04,2024-06-04 02:47:08,119.84,mobile,GB
ORD-0001567,S00039400,C001,Google Ads,2024-06-04,2024-06-04 06:16:15,114.35,tablet,TW
ORD-0001568,S00039403,C001,Google Ads,2024-06-04,2024-06-04 21:27:38,44.86,mobile,SG
ORD-0001569,S00039404,C001,Google Ads,2024-06-04,2024-06-04 18:24:05,98.86,desktop,US
ORD-0001570,S00039424,C001,Google Ads,2024-06-04,2024-06-04 12:05:06,130.01,mobile,SG
ORD-0001571,S00039469,C001,Google Ads,2024-06-04,2024-06-04 05:24:13,121.73,desktop,HK
