impression_id,campaign_id,date,impressions,clicks,ctr,spend_usd
IMP-C004-20240504,C004,2024-05-04,2794,150,0.053958,47.32
IMP-C004-20240505,C004,2024-05-05,4016,98,0.024493,83.74
IMP-C004-20240506,C004,2024-05-06,2490,132,0.053284,103.97
IMP-C004-20240507,C004,2024-05-07,2972,159,0.05373,107.82
IMP-C004-20240508,C004,2024-05-08,3115,93,0.029872,9.3
IMP-C004-20240509,C004,2024-05-09,3914,84,0.021528,52.8
IMP-C004-20240510,C004,2024-05-10,3362,185,0.055187,94.24
IMP-C004-20240511,C004,2024-05-11,3303,184,0.055978,128.9
IMP-C004-20240512,C004,2024-05-12,3884,202,0.052039,28.14
IMP-C004-20240513,C004,2024-05-13,4281,231,0.054187,68.14
IMP-C004-20240514,C004,2024-05-14,3380,150,0.04441,83.95
IMP-C004-20240515,C004,2024-05-15,3900,259,0.066471,239.45
IMP-C004-20240516,C004,2024-05-16,2419,131,0.054331,130.83
IMP-C004-20240517,C004,2024-05-17,3948,242,0.061365,291.29
IMP-C004-20240518,C004,2024-05-18,4521,220,0.04874,200.98
IMP-C004-20240519,C004,2024-05-19,3730,169,0.045359,83.58
IMP-C004-20240520,C004,2024-05-20,5007,163,0.032724,172.73
IMP-C004-20240521,C004,2024-05-21,4049,97,0.02401,68.9
IMP-C004-20240522,C004,2024-05-22,1709,92,0.054383,79.63
IMP-C004-20240523,C004,2024-05-23,3066,143,0.046853,169.63
IMP-C004-20240524,C004,2024-05-24,3144,91,0.029116,95.05
IMP-C004-20240525,C004,2024-05-25,5366,241,0.045055,217.73
IMP-C004-20240526,C004,2024-05-26,4807,162,0.033863,73.61
IMP-C004-20240527,C004,2024-05-27,4707,330,0.070275,253.73
IMP-C004-20240528,C004,2024-05-28,2808,210,0.074806,92.55
IMP-C004-20240529,C004,2024-05-29,3298,165,0.050135,175.93
IMP-C004-20240530,C004,2024-05-30,4368,223,0.051223,164.79
IMP-C004-20240531,C004,2024-05-31,3639,194,0.053372,19.4
IMP-C004-20240601,C004,2024-06-01,3333,162,0.04862,41.26
IMP-C004-20240602,C004,2024-06-02,3947,165,0.041933,185.9
IMP-C004-20240603,C004,2024-06-03,5015,190,0.038013,105.4
IMP-C004-20240604,C004,2024-06-04,3533,135,0.038225,88.9
IMP-C004-20240605,C004,2024-06-05,2917,81,0.028041,63.73
IMP-C004-20240606,C004,2024-06-06,4166,137,0.032935,119.0
IMP-C004-20240607,C004,2024-06-07,3031,147,0.048797,124.38
IMP-C004-20240608,C004,2024-06-08,3569,184,0.051821,81.89
IMP-C004-20240609,C004,2024-06-09,3423,143,0.041912,53.77
IMP-C004-20240610,C004,2024-06-10,3440,74,0.021771,33.5
IMP-C004-20240611,C004,2024-06-11,3343,137,0.041157,72.27
IMP-C004-20240612,C004,2024-06-12,3544,184,0.052192,158.67
IMP-C004-20240613,C004,2024-06-13,3015,81,0.026952,23.28
IMP-C004-20240614,C004,2024-06-14,3161,125,0.039721,46.13
IMP-C004-20240615,C004,2024-06-15,2433,92,0.038158,60.21
IMP-C004-20240616,C004,2024-06-16,4135,151,0.036639,71.89
IMP-C004-20240617,C004,2024-06-17,2765,123,0.044528,42.49
IMP-C004-20240618,C004,2024-06-18,4115,74,0.018212,36.42
IMP-C004-20240619,C004,2024-06-19,3870,184,0.047758,259.06
IMP-C004-20240620,C004,2024-06-20,3914,117,0.029939,66.85
IMP-C004-20240621,C004,2024-06-21,2001,87,0.043791,30.46
IMP-C004-20240622,C004,2024-06-22,4423,162,0.036757,91.53
IMP-C004-20240623,C004,2024-06-23,3027,215,0.071083,108.28
IMP-C004-20240624,C004,2024-06-24,5249,300,0.057212,223.39
IMP-C004-20240625,C004,2024-06-25,3931,200,0.050907,20.0
IMP-C004-20240626,C004,2024-06-26,3349,193,0.057677,112.97
IMP-C004-20240627,C004,2024-06-27,2335,103,0.044214,114.46
IMP-C004-20240628,C004,2024-06-28,4722,208,0.04407,184.17
IMP-C004-20240629,C004,2024-06-29,3270,63,0.019442,20.33
IMP-C004-20240630,C004,2024-06-30,5006,204,0.04089,107.5
IMP-C004-20240701,C004,2024-07-01,3330,244,0.073562,265.42
IMP-C004-20240702,C004,2024-07-02,5596,238,0.042614,163.91
IMP-C004-20240703,C004,2024-07-03,2235,150,0.067154,37.45
IMP-C004-20240704,C004,2024-07-04,3795,108,0.02854,45.72
IMP-C004-20240705,C004,2024-07-05,2846,102,0.035882,44.7
IMP-C004-20240706,C004,2024-07-06,3106,178,0.0575,47.8
IMP-C004-20240707,C004,2024-07-07,3798,240,0.063269,107.05
IMP-C004-20240708,C004,2024-07-08,2953,122,0.041542,116.38
IMP-C004-20240709,C004,2024-07-09,3774,139,0.037032,103.58
IMP-C004-20240710,C004,2024-07-10,2607,143,0.05522,103.33
IMP-C004-20240711,C004,2024-07-11,3322,107,0.032421,35.74
IMP-C004-20240712,C004,2024-07-12,4081,258,0.063435,105.47
IMP-C004-20240713,C004,2024-07-13,4012,54,0.013695,22.93
IMP-C004-20240714,C004,2024-07-14,3572,111,0.031355,35.41
IMP-C004-20240715,C004,2024-07-15,2998,148,0.049383,80.48
IMP-C004-20240716,C004,2024-07-16,1585,20,0.013189,8.36
IMP-C004-20240717,C004,2024-07-17,4011,20,0.005,9.0
IMP-C004-20240718,C004,2024-07-18,3126,205,0.065825,99.32
IMP-C004-20240719,C004,2024-07-19,3944,185,0.047119,18.5
IMP-C004-20240720,C004,2024-07-20,4291,206,0.048231,155.01
IMP-C004-20240721,C004,2024-07-21,7133,97,0.013738,108.39
IMP-C004-20240722,C004,2024-07-22,3341,164,0.04931,96.16
IMP-C004-20240723,C004,2024-07-23,3218,117,0.036453,81.77
IMP-C004-20240724,C004,2024-07-24,2234,125,0.056259,59.39
IMP-C004-20240725,C004,2024-07-25,2582,98,0.03825,95.76
IMP-C004-20240726,C004,2024-07-26,3118,157,0.050377,59.77
IMP-C004-20240727,C004,2024-07-27,4282,236,0.055283,272.48
IMP-C004-20240728,C004,2024-07-28,3441,189,0.05503,118.96
IMP-C004-20240729,C004,2024-07-29,4766,163,0.034218,134.23
IMP-C004-20240730,C004,2024-07-30,3424,150,0.044037,94.13
IMP-C004-20240731,C004,2024-07-31,3827,165,0.043257,109.63
IMP-C004-20240801,C004,2024-08-01,5020,300,0.059782,258.22
IMP-C004-20240802,C004,2024-08-02,3190,100,0.031661,88.66
IMP-C004-20240803,C004,2024-08-03,4388,294,0.06709,123.13
IMP-C004-20240804,C004,2024-08-04,3393,69,0.020408,33.28
IMP-C004-20240805,C004,2024-08-05,4496,170,0.038003,134.66
IMP-C004-20240806,C004,2024-08-06,3428,170,0.049861,43.47
IMP-C004-20240807,C004,2024-08-07,3676,18,0.005,9.79
IMP-C004-20240808,C004,2024-08-08,2132,134,0.06309,111.65
IMP-C004-20240809,C004,2024-08-09,4020,272,0.067815,85.77
IMP-C004-20240810,C004,2024-08-10,5172,305,0.058983,161.36
IMP-C004-20240811,C004,2024-08-11,4622,131,0.028406,46.2
IMP-C004-20240812,C004,2024-08-12,3052,113,0.037065,31.98
IMP-C004-20240813,C004,2024-08-13,4700,193,0.041117,136.21
IMP-C004-20240814,C004,2024-08-14,3086,54,0.017691,36.77
IMP-C004-20240815,C004,2024-08-15,1878,82,0.04397,15.54
IMP-C004-20240816,C004,2024-08-16,5388,316,0.05867,199.63
IMP-C004-20240817,C004,2024-08-17,4737,153,0.032305,116.75
IMP-C004-20240818,C004,2024-08-18,3779,185,0.04896,181.62
IMP-C004-20240819,C004,2024-08-19,4259,210,0.049331,21.74
IMP-C004-20240820,C004,2024-08-20,2735,118,0.043159,74.11
IMP-C004-20240821,C004,2024-08-21,2582,209,0.081175,220.48
IMP-C004-20240822,C004,2024-08-22,4141,190,0.046081,101.9
IMP-C004-20240823,C004,2024-08-23,2743,126,0.046162,85.34
IMP-C004-20240824,C004,2024-08-24,2482,124,0.050013,68.62
IMP-C004-20240825,C004,2024-08-25,1882,60,0.032094,28.56
IMP-C004-20240826,C004,2024-08-26,5298,282,0.053348,56.22
IMP-C004-20240827,C004,2024-08-27,4037,87,0.02179,80.46
IMP-C004-20240828,C004,2024-08-28,3175,138,0.043595,137.69
IMP-C004-20240829,C004,2024-08-29,2441,58,0.024043,24.65
IMP-C004-20240830,C004,2024-08-30,4534,100,0.02221,10.0
IMP-C004-20240831,C004,2024-08-31,3193,170,0.053276,163.21
IMP-C004-20240901,C004,2024-09-01,3183,123,0.038829,116.38
IMP-C004-20240902,C004,2024-09-02,1917,75,0.039172,49.28
IMP-C004-20240903,C004,2024-09-03,4004,149,0.037353,90.94
IMP-C004-20240904,C004,2024-09-04,1360,47,0.035126,34.59
IMP-C004-20240905,C004,2024-09-05,2715,124,0.045885,91.02
IMP-C004-20240906,C004,2024-09-06,3291,156,0.047557,48.54
IMP-C004-20240907,C004,2024-09-07,3414,184,0.054153,119.06
IMP-C004-20240908,C004,2024-09-08,3072,148,0.048363,120.53
IMP-C004-20240909,C004,2024-09-09,1755,109,0.062386,54.4
IMP-C004-20240910,C004,2024-09-10,3982,250,0.062959,47.12
IMP-C004-20240911,C004,2024-09-11,2961,120,0.040672,43.78
IMP-C004-20240912,C004,2024-09-12,5161,165,0.032148,71.5
IMP-C004-20240913,C004,2024-09-13,3783,102,0.026968,49.09
IMP-C004-20240914,C004,2024-09-14,3885,155,0.040007,88.66
IMP-C004-20240915,C004,2024-09-15,3123,69,0.022283,48.06
IMP-C004-20240916,C004,2024-09-16,5179,234,0.045276,156.21
IMP-C004-20240917,C004,2024-09-17,4223,109,0.02596,121.07
IMP-C004-20240918,C004,2024-09-18,3782,262,0.069478,99.58
IMP-C004-20240919,C004,2024-09-19,5236,296,0.056627,226.71
IMP-C004-20240920,C004,2024-09-20,3810,157,0.041272,150.75
IMP-C004-20240921,C004,2024-09-21,3726,57,0.015494,15.1
IMP-C004-20240922,C004,2024-09-22,3432,170,0.04965,99.11
IMP-C004-20240923,C004,2024-09-23,4697,73,0.015733,46.94
IMP-C004-20240924,C004,2024-09-24,1963,110,0.056396,62.88
IMP-C004-20240925,C004,2024-09-25,3977,127,0.032042,124.95
IMP-C004-20240926,C004,2024-09-26,4537,243,0.053753,136.36
IMP-C004-20240927,C004,2024-09-27,4121,141,0.034397,120.79
IMP-C004-20240928,C004,2024-09-28,5084,310,0.061059,118.15
IMP-C004-20240929,C004,2024-09-29,3925,100,0.025603,77.17
IMP-C004-20240930,C004,2024-09-30,4005,67,0.016953,16.85
IMP-C004-20241001,C004,2024-10-01,3345,135,0.040487,32.02
IMP-C004-20241002,C004,2024-10-02,3950,192,0.048772,104.01
IMP-C004-20241003,C004,2024-10-03,2919,177,0.060731,194.1
IMP-C004-20241004,C004,2024-10-04,3164,113,0.035817,84.45
IMP-C004-20241005,C004,2024-10-05,3277,140,0.042909,115.07
IMP-C004-20241006,C004,2024-10-06,1881,121,0.064775,75.24
IMP-C004-20241007,C004,2024-10-07,3229,140,0.043661,82.42
IMP-C004-20241008,C004,2024-10-08,2041,137,0.067424,83.9
IMP-C004-20241009,C004,2024-10-09,3998,236,0.059273,69.3
IMP-C004-20241010,C004,2024-10-10,4026,165,0.040985,140.92
IMP-C004-20241011,C004,2024-10-11,1685,73,0.043514,30.6
IMP-C004-20241012,C004,2024-10-12,3989,207,0.052051,80.26
IMP-C004-20241013,C004,2024-10-13,2959,128,0.04334,42.37
IMP-C004-20241014,C004,2024-10-14,4357,171,0.039462,17.1
IMP-C004-20241015,C004,2024-10-15,3262,95,0.029422,10.51
IMP-C004-20241016,C004,2024-10-16,2486,115,0.046641,114.84
IMP-C004-20241017,C004,2024-10-17,3881,139,0.035902,102.41
IMP-C004-20241018,C004,2024-10-18,3186,110,0.034581,27.91
IMP-C004-20241019,C004,2024-10-19,2023,79,0.039151,51.15
IMP-C004-20241020,C004,2024-10-20,3513,136,0.03876,43.01
IMP-C004-20241021,C004,2024-10-21,4147,104,0.025243,86.61
IMP-C004-20241022,C004,2024-10-22,2698,90,0.033713,14.4
IMP-C004-20241023,C004,2024-10-23,3148,187,0.05963,141.13
IMP-C004-20241024,C004,2024-10-24,4480,236,0.052832,63.46
IMP-C004-20241025,C004,2024-10-25,3302,109,0.033297,108.91
IMP-C004-20241026,C004,2024-10-26,2522,147,0.058405,127.58
IMP-C004-20241027,C004,2024-10-27,5246,203,0.038855,165.18
IMP-C004-20241028,C004,2024-10-28,5653,202,0.035735,28.18
IMP-C004-20241029,C004,2024-10-29,1907,106,0.055691,10.6
IMP-C004-20241030,C004,2024-10-30,3264,168,0.05156,110.13
IMP-C004-20241031,C004,2024-10-31,3982,192,0.048334,188.86
IMP-C004-20241101,C004,2024-11-01,3565,124,0.034845,45.66
IMP-C004-20241102,C004,2024-11-02,5651,330,0.058506,242.67
IMP-C004-20241103,C004,2024-11-03,6064,165,0.027329,181.53
IMP-C004-20241104,C004,2024-11-04,6462,362,0.056034,330.0
IMP-C004-20241105,C004,2024-11-05,2741,101,0.037133,38.32
IMP-C004-20241106,C004,2024-11-06,5524,161,0.029248,133.19
IMP-C004-20241107,C004,2024-11-07,6283,348,0.055428,238.42
IMP-C004-20241108,C004,2024-11-08,3524,113,0.032297,110.16
IMP-C004-20241109,C004,2024-11-09,5591,248,0.044415,117.71
IMP-C004-20241110,C004,2024-11-10,2309,66,0.028937,77.45
IMP-C004-20241111,C004,2024-11-11,3181,152,0.047842,137.14
IMP-C004-20241112,C004,2024-11-12,3211,153,0.047771,134.85
IMP-C004-20241113,C004,2024-11-13,4694,413,0.088026,41.3
IMP-C004-20241114,C004,2024-11-14,5918,250,0.042408,207.89
IMP-C004-20241115,C004,2024-11-15,5196,176,0.034003,117.69
IMP-C004-20241116,C004,2024-11-16,2506,135,0.054049,93.08
IMP-C004-20241117,C004,2024-11-17,5427,330,0.060872,234.39
IMP-C004-20241118,C004,2024-11-18,4853,154,0.031784,59.5
IMP-C004-20241119,C004,2024-11-19,6068,403,0.066545,213.01
IMP-C004-20241120,C004,2024-11-20,4733,148,0.031431,140.87
IMP-C004-20241121,C004,2024-11-21,5458,404,0.074118,135.95
IMP-C004-20241122,C004,2024-11-22,4237,205,0.048472,162.76
IMP-C004-20241123,C004,2024-11-23,4427,141,0.031906,121.88
IMP-C004-20241124,C004,2024-11-24,5523,172,0.031256,173.14
IMP-C004-20241125,C004,2024-11-25,6049,284,0.047014,177.18
IMP-C004-20241126,C004,2024-11-26,5328,170,0.032074,103.53
IMP-C004-20241127,C004,2024-11-27,2161,125,0.058147,16.44
IMP-C004-20241128,C004,2024-11-28,6439,257,0.040048,137.88
IMP-C004-20241129,C004,2024-11-29,3945,160,0.040679,164.09
IMP-C004-20241130,C004,2024-11-30,1769,113,0.064154,79.26
IMP-C004-20241201,C004,2024-12-01,3267,94,0.02887,103.67
IMP-C004-20241202,C004,2024-12-02,3573,98,0.0277,92.24
IMP-C004-20241203,C004,2024-12-03,5076,157,0.030931,104.4
IMP-C004-20241204,C004,2024-12-04,3479,214,0.061512,196.54
IMP-C004-20241205,C004,2024-12-05,5302,267,0.050425,301.27
IMP-C004-20241206,C004,2024-12-06,4679,127,0.027272,93.32
IMP-C004-20241207,C004,2024-12-07,7120,212,0.029779,104.21
IMP-C004-20241208,C004,2024-12-08,5167,228,0.044191,69.61
IMP-C004-20241209,C004,2024-12-09,5992,478,0.079801,314.93
IMP-C004-20241210,C004,2024-12-10,3622,78,0.021766,52.84
IMP-C004-20241211,C004,2024-12-11,5971,311,0.052128,186.38
IMP-C004-20241212,C004,2024-12-12,3990,114,0.028618,96.95
IMP-C004-20241213,C004,2024-12-13,5749,125,0.021814,134.62
IMP-C004-20241214,C004,2024-12-14,5351,353,0.065994,69.67
IMP-C004-20241215,C004,2024-12-15,3081,131,0.042765,98.36
IMP-C004-20241216,C004,2024-12-16,6781,376,0.055591,198.23
IMP-C004-20241217,C004,2024-12-17,3479,220,0.06345,68.33
IMP-C004-20241218,C004,2024-12-18,6585,268,0.040734,288.68
IMP-C004-20241219,C004,2024-12-19,5474,235,0.042945,104.38
IMP-C004-20241220,C004,2024-12-20,4281,220,0.051425,137.09
IMP-C004-20241221,C004,2024-12-21,3985,169,0.042516,105.38
IMP-C004-20241222,C004,2024-12-22,2189,113,0.051873,34.59
IMP-C004-20241223,C004,2024-12-23,3330,65,0.01969,6.5
IMP-C004-20241224,C004,2024-12-24,3094,106,0.034365,125.71
IMP-C004-20241225,C004,2024-12-25,4064,193,0.047666,138.99
IMP-C004-20241226,C004,2024-12-26,4833,211,0.043838,50.94
IMP-C004-20241227,C004,2024-12-27,6377,459,0.072108,45.9
IMP-C004-20241228,C004,2024-12-28,3481,142,0.040803,44.11
IMP-C004-20241229,C004,2024-12-29,5271,179,0.034076,223.66
IMP-C004-20241230,C004,2024-12-30,6072,292,0.048189,265.16
IMP-C004-20241231,C004,2024-12-31,5973,218,0.036541,77.42
IMP-C005-20240101,C005,2024-01-01,4893,141,0.028893,141.24
IMP-C005-20240102,C005,2024-01-02,2907,45,0.015577,42.2
IMP-C005-20240103,C005,2024-01-03,4709,177,0.03778,96.32
IMP-C005-20240104,C005,2024-01-04,5406,183,0.033913,300.38
IMP-C005-20240105,C005,2024-01-05,4314,111,0.025931,125.53
IMP-C005-20240106,C005,2024-01-06,5034,106,0.021209,115.62
IMP-C005-20240107,C005,2024-01-07,1761,48,0.027457,47.9
IMP-C005-20240108,C005,2024-01-08,4533,173,0.038375,131.05
IMP-C005-20240109,C005,2024-01-09,4316,163,0.037932,115.79
IMP-C005-20240110,C005,2024-01-10,4139,86,0.020824,104.25
IMP-C005-20240111,C005,2024-01-11,5049,58,0.011659,46.42
IMP-C005-20240112,C005,2024-01-12,4071,87,0.021382,94.63
IMP-C005-20240113,C005,2024-01-13,5301,41,0.007792,52.45
IMP-C005-20240114,C005,2024-01-14,5103,168,0.033076,183.67
IMP-C005-20240115,C005,2024-01-15,6121,157,0.025732,214.13
IMP-C005-20240116,C005,2024-01-16,5426,115,0.021217,188.8
IMP-C005-20240117,C005,2024-01-17,5866,155,0.02659,89.45
IMP-C005-20240118,C005,2024-01-18,3254,79,0.024342,79.29
IMP-C005-20240119,C005,2024-01-19,4063,93,0.023128,133.6
IMP-C005-20240120,C005,2024-01-20,5634,72,0.012872,66.71
IMP-C005-20240121,C005,2024-01-21,3834,72,0.018898,60.19
IMP-C005-20240122,C005,2024-01-22,4226,50,0.011959,46.09
IMP-C005-20240123,C005,2024-01-23,4127,20,0.005,31.52
IMP-C005-20240124,C005,2024-01-24,6106,115,0.01899,111.05
IMP-C005-20240125,C005,2024-01-25,3394,120,0.035566,183.5
IMP-C005-20240126,C005,2024-01-26,4988,150,0.030188,151.89
IMP-C005-20240127,C005,2024-01-27,3195,59,0.018705,58.98
IMP-C005-20240128,C005,2024-01-28,4254,86,0.020251,80.2
IMP-C005-20240129,C005,2024-01-29,4702,105,0.022418,67.39
IMP-C005-20240130,C005,2024-01-30,3939,46,0.011723,57.65
IMP-C005-20240131,C005,2024-01-31,2273,70,0.031229,96.31
IMP-C005-20240201,C005,2024-02-01,4437,22,0.005,18.74
IMP-C005-20240202,C005,2024-02-02,4722,65,0.013915,52.35
IMP-C005-20240203,C005,2024-02-03,6636,181,0.027319,123.56
IMP-C005-20240204,C005,2024-02-04,2882,55,0.019384,49.28
IMP-C005-20240205,C005,2024-02-05,5395,95,0.017717,105.78
IMP-C005-20240206,C005,2024-02-06,7122,203,0.028524,191.95
IMP-C005-20240207,C005,2024-02-07,4580,87,0.019147,114.33
IMP-C005-20240208,C005,2024-02-08,4047,90,0.022362,87.78
IMP-C005-20240209,C005,2024-02-09,4197,46,0.01102,48.62
IMP-C005-20240210,C005,2024-02-10,4726,122,0.026002,97.59
IMP-C005-20240211,C005,2024-02-11,6264,93,0.014986,137.05
IMP-C005-20240212,C005,2024-02-12,2702,68,0.025478,74.98
IMP-C005-20240213,C005,2024-02-13,3845,97,0.025395,130.35
IMP-C005-20240214,C005,2024-02-14,2139,55,0.026022,11.66
IMP-C005-20240215,C005,2024-02-15,3641,127,0.035033,99.75
IMP-C005-20240216,C005,2024-02-16,3391,69,0.020416,109.05
IMP-C005-20240217,C005,2024-02-17,2601,35,0.01359,49.32
IMP-C005-20240218,C005,2024-02-18,7029,148,0.021173,87.07
IMP-C005-20240219,C005,2024-02-19,7315,254,0.034756,295.58
IMP-C005-20240220,C005,2024-02-20,3825,82,0.021608,74.78
IMP-C005-20240221,C005,2024-02-21,5197,174,0.033608,212.95
IMP-C005-20240222,C005,2024-02-22,3507,115,0.033012,121.2
IMP-C005-20240223,C005,2024-02-23,5624,189,0.033732,118.41
IMP-C005-20240224,C005,2024-02-24,4757,84,0.017748,41.13
IMP-C005-20240225,C005,2024-02-25,5216,219,0.042092,89.35
IMP-C005-20240226,C005,2024-02-26,4761,129,0.027124,128.6
IMP-C005-20240227,C005,2024-02-27,4664,54,0.011606,55.61
IMP-C005-20240228,C005,2024-02-28,3891,19,0.005,25.05
IMP-C005-20240229,C005,2024-02-29,5950,133,0.022413,136.82
IMP-C005-20240301,C005,2024-03-01,6698,159,0.023795,195.76
IMP-C005-20240302,C005,2024-03-02,4887,158,0.032496,166.89
IMP-C005-20240303,C005,2024-03-03,5536,65,0.01184,68.0
IMP-C005-20240304,C005,2024-03-04,4181,70,0.016894,50.08
IMP-C005-20240305,C005,2024-03-05,3872,151,0.038998,205.27
IMP-C005-20240306,C005,2024-03-06,7814,95,0.012217,93.23
IMP-C005-20240307,C005,2024-03-07,3572,58,0.016434,39.7
IMP-C005-20240308,C005,2024-03-08,6916,130,0.01883,166.47
IMP-C005-20240309,C005,2024-03-09,6077,245,0.040429,126.46
IMP-C005-20240310,C005,2024-03-10,6942,216,0.031172,144.29
IMP-C005-20240311,C005,2024-03-11,6609,163,0.024689,145.36
IMP-C005-20240312,C005,2024-03-12,4192,68,0.016247,107.1
IMP-C005-20240313,C005,2024-03-13,5280,149,0.028257,107.69
IMP-C005-20240314,C005,2024-03-14,4250,130,0.030656,72.17
IMP-C005-20240315,C005,2024-03-15,4731,105,0.022272,104.31
IMP-C005-20240316,C005,2024-03-16,5043,126,0.025167,147.15
IMP-C005-20240317,C005,2024-03-17,6249,88,0.014114,76.98
IMP-C005-20240318,C005,2024-03-18,6857,199,0.029157,109.08
IMP-C005-20240319,C005,2024-03-19,5743,35,0.006174,34.09
IMP-C005-20240320,C005,2024-03-20,7785,112,0.014417,79.49
IMP-C005-20240321,C005,2024-03-21,6288,60,0.009658,46.21
IMP-C005-20240322,C005,2024-03-22,6067,102,0.016926,90.7
IMP-C005-20240323,C005,2024-03-23,6262,158,0.025372,164.33
IMP-C005-20240324,C005,2024-03-24,4832,120,0.02496,110.75
IMP-C005-20240325,C005,2024-03-25,5884,106,0.018025,95.95
IMP-C005-20240326,C005,2024-03-26,3973,86,0.02172,61.64
IMP-C005-20240327,C005,2024-03-27,3809,91,0.024069,93.17
IMP-C005-20240328,C005,2024-03-28,6313,117,0.018551,126.64
IMP-C005-20240329,C005,2024-03-29,6007,153,0.025558,108.98
IMP-C005-20240330,C005,2024-03-30,5477,136,0.024913,130.85
IMP-C005-20240331,C005,2024-03-31,2525,58,0.023284,94.18
IMP-C005-20240401,C005,2024-04-01,4804,77,0.016175,82.54
IMP-C005-20240402,C005,2024-04-02,5692,179,0.031542,104.29
IMP-C005-20240403,C005,2024-04-03,6245,166,0.026723,152.28
IMP-C005-20240404,C005,2024-04-04,5727,173,0.030236,211.35
IMP-C005-20240405,C005,2024-04-05,3771,107,0.028561,100.64
IMP-C005-20240406,C005,2024-04-06,5376,121,0.022586,110.71
IMP-C005-20240407,C005,2024-04-07,6853,146,0.02133,91.12
IMP-C005-20240408,C005,2024-04-08,4760,111,0.02343,147.49
IMP-C005-20240409,C005,2024-04-09,6076,92,0.015196,156.91
IMP-C005-20240410,C005,2024-04-10,5629,181,0.032203,165.52
IMP-C005-20240411,C005,2024-04-11,5984,171,0.028716,226.65
IMP-C005-20240412,C005,2024-04-12,6675,193,0.028978,167.04
IMP-C005-20240413,C005,2024-04-13,4525,111,0.024661,137.63
IMP-C005-20240414,C005,2024-04-14,4986,152,0.030521,212.16
IMP-C005-20240415,C005,2024-04-15,4070,62,0.015305,56.91
IMP-C005-20240416,C005,2024-04-16,5686,101,0.017803,137.93
IMP-C005-20240417,C005,2024-04-17,5839,130,0.022316,68.8
IMP-C005-20240418,C005,2024-04-18,3543,85,0.024248,27.22
IMP-C005-20240419,C005,2024-04-19,6616,137,0.020735,264.81
IMP-C005-20240420,C005,2024-04-20,8326,171,0.020548,158.7
IMP-C005-20240421,C005,2024-04-21,6594,234,0.035625,109.65
IMP-C005-20240422,C005,2024-04-22,2921,49,0.017024,55.61
IMP-C005-20240423,C005,2024-04-23,5935,181,0.030558,108.62
IMP-C005-20240424,C005,2024-04-24,2222,64,0.028864,45.54
IMP-C005-20240425,C005,2024-04-25,2615,60,0.023161,71.88
IMP-C005-20240426,C005,2024-04-26,5118,93,0.018337,84.83
IMP-C005-20240427,C005,2024-04-27,4790,53,0.011216,39.52
IMP-C005-20240428,C005,2024-04-28,5968,146,0.024573,147.52
IMP-C005-20240429,C005,2024-04-29,3966,81,0.020548,24.86
IMP-C005-20240430,C005,2024-04-30,5515,184,0.033431,95.27
IMP-C005-20240501,C005,2024-05-01,4096,100,0.024633,133.59
IMP-C005-20240502,C005,2024-05-02,4262,70,0.016462,25.85
IMP-C005-20240503,C005,2024-05-03,4924,188,0.038337,196.12
IMP-C005-20240504,C005,2024-05-04,4773,117,0.024577,111.93
IMP-C005-20240505,C005,2024-05-05,3824,109,0.028586,112.02
IMP-C005-20240506,C005,2024-05-06,4821,68,0.014197,91.87
IMP-C005-20240507,C005,2024-05-07,5597,98,0.017577,123.53
IMP-C005-20240508,C005,2024-05-08,4202,66,0.015744,48.32
IMP-C005-20240509,C005,2024-05-09,2674,68,0.025772,27.92
IMP-C005-20240510,C005,2024-05-10,3325,17,0.005395,15.88
IMP-C005-20240511,C005,2024-05-11,4619,89,0.019386,57.6
IMP-C005-20240512,C005,2024-05-12,3393,87,0.025715,69.15
IMP-C005-20240513,C005,2024-05-13,5179,77,0.014918,78.1
IMP-C005-20240514,C005,2024-05-14,6363,169,0.026689,141.33
IMP-C005-20240515,C005,2024-05-15,5108,102,0.020075,98.16
IMP-C005-20240516,C005,2024-05-16,4409,91,0.020685,93.15
IMP-C005-20240517,C005,2024-05-17,3607,50,0.013873,27.17
IMP-C005-20240518,C005,2024-05-18,2879,35,0.012262,35.27
IMP-C005-20240519,C005,2024-05-19,3728,97,0.026109,94.13
IMP-C005-20240520,C005,2024-05-20,2437,66,0.02724,79.41
IMP-C005-20240521,C005,2024-05-21,3607,91,0.025362,63.98
IMP-C005-20240522,C005,2024-05-22,4917,58,0.011884,24.48
IMP-C005-20240523,C005,2024-05-23,4340,91,0.02101,76.5
IMP-C005-20240524,C005,2024-05-24,3379,63,0.018801,65.57
IMP-C005-20240525,C005,2024-05-25,4746,111,0.02346,84.25
IMP-C005-20240526,C005,2024-05-26,6206,78,0.012591,86.29
IMP-C005-20240527,C005,2024-05-27,6218,160,0.025847,143.88
IMP-C005-20240528,C005,2024-05-28,4166,126,0.030289,67.17
IMP-C005-20240529,C005,2024-05-29,3635,68,0.01882,90.53
IMP-C005-20240530,C005,2024-05-30,5255,74,0.014256,64.15
IMP-C005-20240531,C005,2024-05-31,4062,66,0.016322,82.74
IMP-C005-20240601,C005,2024-06-01,3153,109,0.03487,131.72
IMP-C005-20240602,C005,2024-06-02,6109,111,0.018296,101.57
IMP-C005-20240603,C005,2024-06-03,3080,54,0.017803,59.84
IMP-C005-20240604,C005,2024-06-04,6355,83,0.013143,70.58
IMP-C005-20240605,C005,2024-06-05,4618,50,0.010834,56.87
